word,rank,frequency,source,level,tags,translation,bnc,frq
shepherd,5057,0.00011222,ecdict_education,cet4,cet4 cet6 ielts toefl,"n. 牧羊人, 牧羊犬, 牧师, 保护者\nvt. 看守, 领导, 指导, 牧羊",6385,8911
yearly,5058,0.00011220,ecdict_education,cet4,cet4 cet6,"a. 每年的, 一年一度的\nadv. 一年一次, 每年",11140,8913
trumpet,5059,0.00011191,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 喇叭, 小号, 喇叭声\nvi. 吹喇叭\nvt. 用喇叭吹出, 吹嘘",8849,8936
verb,5060,0.00011172,ecdict_education,cet4,cet4 cet6,n. 动词\n[计] 动词,4641,8951
indispensable,5061,0.00011171,ecdict_education,cet4,cet4 cet6 ielts toefl,"n. 不可缺少之物\na. 不可缺少的, 责无旁贷的, 绝对必要的",8544,8952
revolt,5062,0.00011167,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 叛乱, 反抗, 反感\nvi. 叛乱, 反抗, 起义, 厌恶, 反感\nvt. 使反感, 使恶心",6556,8955
dye,5063,0.00011166,ecdict_education,cet4,cet4 cet6 toefl,"n. 颜料, 染料\nvt. 染, 染色\nvi. 被着色",7847,8956
oriental,5064,0.00011133,ecdict_education,cet4,cet4 cet6 ielts toefl,"n. 东方人, 亚洲人\na. 东方诸国的, 亚洲的, 东方的",7045,8982
swarm,5065,0.00011132,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 群, 大群, 蜂群, 分蜂群\nvi. 分群, 群集, 聚集一块, 云集, 攀\nvt. 挤满, 爬, 攀",12158,8983
interruption,5066,0.00011119,ecdict_education,cet4,cet4 cet6,"n. 打扰, 中断, 障碍物\n[医] 间断, 阻断, 中止",6517,8994
clasp,5067,0.00011114,ecdict_education,cet4,cet4 cet6 ielts gre,"n. 扣子, 钩, 紧握\nv. 扣紧, 紧握",7433,8998
peninsula,5068,0.00011100,ecdict_education,cet4,cet4 cet6 toefl gre,"n. 半岛, 突出的地方, 伊比利亚半岛",7750,9009
doubtful,5069,0.00011093,ecdict_education,cet4,cet4 cet6 ielts toefl,"a. 可疑的, 疑心的, 不明确的\n[法] 怀疑的, 有疑问的, 未确的",4664,9015
despise,5070,0.00011091,ecdict_education,cet4,cet4 cet6 ielts toefl gre,vt. 轻视,7960,9016
fireman,5071,0.00011027,ecdict_education,cet4,cet4 cet6,"n. 救火队员, 消防队员\n[机] 司炉",6662,9069
furnace,5072,0.00010987,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 火炉, 熔炉, 考验\nvt. 在炉中烧",10035,9102
brisk,5073,0.00010930,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"a. 强烈的, 寒冷而干燥的, 活泼的\nvt. 使活泼\nvi. 活跃起来",8623,9149
solemn,5074,0.00010908,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"a. 严肃的, 郑重的, 庄严的",8599,9168
dread,5075,0.00010892,ecdict_education,cet4,cet4 cet6 ielts toefl,"n. 恐惧, 可怕的人(或事)\na. 可怕的, 可怖的\nv. 恐惧, 害怕",8728,9181
singular,5076,0.00010855,ecdict_education,cet4,cet4 cet6 ielts,"n. 单数\na. 异常的, 单一的",11662,9212
coil,5077,0.00010850,ecdict_education,cet4,cet4 cet6 ielts toefl,"n. 线圈, 盘绕, 骚动, 卷\nvt. 盘绕, 卷",7984,9217
infer,5078,0.00010847,ecdict_education,cet4,cet4 cet6 toefl gre,"vt. 推论出, 推断\nvi. 作推论",7194,9219
captive,5079,0.00010839,ecdict_education,cet4,cet4 cet6 ielts,"n. 俘虏, 迷恋者\na. 被俘的, 被迷住的",11324,9226
germ,5080,0.00010821,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 细菌, 种子, 生殖细胞, 根源\n[医] 芽胞, 胚, 胚芽, 病菌",11643,9241
daring,5081,0.00010784,ecdict_education,cet4,cet4 cet6 toefl,a. 大胆的,9571,9273
sponge,5082,0.00010764,ecdict_education,cet4,cet4 cet6 ielts toefl,"n. 海绵, 海绵状的东西\nvt. 用海绵擦拭, 吸收掉, 抹掉\nvi. 采集海绵, 海绵般吸收",7966,9290
needless,5083,0.00010756,ecdict_education,cet4,cet4 cet6,"a. 不需要的, 不必要的",7525,9297
shriek,5084,0.00010742,ecdict_education,cet4,cet4 cet6 toefl gre,"n. 尖锐的响声\nvi. 尖叫, 发尖声\nvt. 尖声发出",10591,9309
optics,5085,0.00010738,ecdict_education,cet4,cet4,n. 光学\n[化] 光学,20417,9313
breadth,5086,0.00010697,ecdict_education,cet4,cet4 cet6 gre,"n. 宽度\n[法] 违背, 违犯, 未遵守",7583,9348
extinct,5087,0.00010687,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"a. 熄灭的, 灭绝的, 耗尽的\n[法] 消灭了的, 过时的, 无效的",9995,9357
cripple,5088,0.00010637,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 跛者, 残废\nvt. 使跛, 使成残废, 削弱\na. 跛的, 残废的",11135,9401
shady,5089,0.00010634,ecdict_education,cet4,cet4 cet6,"a. 荫凉的, 成荫的, 阴暗的, 隐蔽的\n[法] 成问题的, 令人怀疑的",11536,9404
radius,5090,0.00010624,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 半径, 范围, 辐射光线\n[电] 半径",7090,9413
undertaking,5091,0.00010591,ecdict_education,cet4,cet4 cet6 toefl,"n. 事业, 企业, 保证\n[经] 企业, 事业, 承担",4193,9442
hasten,5092,0.00010588,ecdict_education,cet4,cet4 cet6 toefl gre,"vt. 催促, 加紧\nvi. 赶快, 急忙",8507,9445
attentive,5093,0.00010556,ecdict_education,cet4,cet4 cet6 ielts,"a. 注意的, 留心的",11800,9473
donkey,5094,0.00010552,ecdict_education,cet4,cet4,"n. 驴子, 笨蛋, 顽固者, 辅助发动机, 辅助泵",7036,9477
vanity,5095,0.00010534,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 虚荣心, 虚无, 自负, 空虚, 时髦的小摆饰",9956,9493
compress,5096,0.00010515,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"vt. 压缩, 压紧\nvi. 受压缩小\n[计] 压缩程序",9573,9510
mortal,5097,0.00010508,ecdict_education,cet4,cet4 cet6 ielts toefl,"n. 生物, 人类\na. 不免一死的, 人类的, 临终的",9725,9517
robber,5098,0.00010464,ecdict_education,cet4,cet4 cet6 ielts,"n. 强盗, 盗贼",9868,9557
plentiful,5099,0.00010431,ecdict_education,cet4,cet4 cet6 toefl,"a. 许多的, 丰富的, 丰饶的",9657,9587
shear,5100,0.00010423,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 修剪, 剪下的东西, 大剪刀, 切变, 剪切机, 切\nvt. 修剪, 割, 剥夺, 横越, 削剪\nvi. 剪, 修剪, 剪羊毛, 切断",10041,9594
amplify,5101,0.00010422,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"vt. 增强, 放大, 扩大, 详述\nvi. 引伸",9902,9595
rusty,5102,0.00010401,ecdict_education,cet4,cet4 cet6 toefl,"a. 生锈的, 腐蚀的, 生疏的, 顽固的, 腐烂的\n[医] 锈色的",9674,9614
tan,5103,0.00010380,ecdict_education,cet4,cet4 cet6 toefl gre,"n. 黄褐色, 鞣料, 马戏团\na. 黄褐色的, 鞣皮的\nvi. 晒成棕褐色\nvt. 把...晒黑, 鞣(革), 狠狠鞭打",8861,9634
slum,5104,0.00010371,ecdict_education,cet4,cet4 cet6 ielts toefl,n. 贫民窟\nvi. 访问贫民区,8570,9642
inefficient,5105,0.00010369,ecdict_education,cet4,cet4 cet6,"a. 无效率的, 无能的\n[医] 无效的, 无效力的",7777,9644
thermometer,5106,0.00010362,ecdict_education,cet4,cet4 cet6 ielts toefl,"n. 温度计, 体温计\n[化] 温度计",15038,9651
vibrate,5107,0.00010346,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"vi. 振动, 颤动, 激动, 摇摆, 踌躇\nvt. 使颤动, 使振动, 使摆动",12102,9666
sly,5108,0.00010311,ecdict_education,cet4,cet4 cet6 toefl gre,"a. 狡猾的, 诡密的, 俏皮的, 偷偷摸摸的",9181,9698
stitch,5109,0.00010264,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 一针, 疼痛, 针法, 碎布条, 针脚\nv. 缝, 缝合, 装订",4244,9743
stiffen,5110,0.00010248,ecdict_education,cet4,cet4 cet6 toefl,"vt. 使变硬, 使僵硬, 使顽强, 使严厉\nvi. 变粘, 变硬, 变强烈",9112,9758
voltage,5111,0.00010247,ecdict_education,cet4,cet4 cet6 ielts toefl,"n. 电压, 伏特数\n[化] 电压",5896,9759
grieve,5112,0.00010246,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"vt. 使悲伤\nvi. 悲痛, 伤心",11575,9760
heading,5113,0.00010241,ecdict_education,cet4,cet4 cet6 ielts,"n. 标题, 起始字, 方向\n[计] 上标题",3662,9765
harness,5114,0.00010238,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 马具, 挽具状带子, 甲胄\nvt. 给...上挽具, 驾驭, 披上甲胄, 利用...以产生动力",8482,9768
pessimistic,5115,0.00010212,ecdict_education,cet4,cet4 cet6,"a. 悲观的, 厌世的, 悲观主义的",9581,9792
turbulent,5116,0.00010198,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"a. 狂暴的, 骚乱的, 紊乱的",8716,9806
gloomy,5117,0.00010171,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"a. 抑沉的, 忧闷的, 黑暗的, 悲观的",6987,9832
wreath,5118,0.00010161,ecdict_education,cet4,cet4 cet6,"n. 花圈, 花环, 圈状物\n[医] 花冠, 花冠体(细胞核分裂的一时期)",12327,9842
videotape,5119,0.00010107,ecdict_education,cet4,cet4 ielts,n. 录相磁带\nvt. 把电视节目录在录像磁带上,21882,9894
racket,5120,0.00010089,ecdict_education,cet4,cet4 cet6 ielts,"n. 球拍, 喧闹, 杂乱无章\nvi. 喧闹\nvt. 用球拍打",8857,9912
stale,5121,0.00010077,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 尿\na. 不新鲜的, 陈腐的, 疲惫的, 陈旧的\nvt. 使变旧, 走味\nvi. 变陈旧, 走味, 失时效, 撒尿",9963,9924
traitor,5122,0.00010037,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 叛逆者, 叛国者\n[法] 叛徒, 叛逆, 背信者",10023,9963
faulty,5123,0.00010007,ecdict_education,cet4,cet4 cet6,"a. 有过失的, 有缺点的, 不完美的, 应受责备的\n[经] 缺点多的",8415,9993
continual,5124,0.00009950,ecdict_education,cet4,cet4 cet6 toefl,"a. 持续不断的, 继续的\n[建] 连续的",7561,10050
comparatively,5125,0.00009928,ecdict_education,cet4,cet4 toefl,"adv. 比较地, 相对地",5019,10073
statesman,5126,0.00009926,ecdict_education,cet4,cet4 cet6 ielts,n. 政治家,8718,10075
marxist,5127,0.00009924,ecdict_education,cet4,cet4 cet6,a. 马克思主义的\nn. 马克思主义者,5201,10077
shampoo,5128,0.00009916,ecdict_education,cet4,cet4 cet6,"n. 洗头, 洗发剂\nvt. 洗头, 洗发",10466,10085
stern,5129,0.00009862,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 尾部, 船尾, 臀\na. 严厉的, 严格的, 坚定的, 坚决的",9588,10140
metric,5130,0.00009840,ecdict_education,cet4,cet4 cet6 ielts,"a. 公尺的, 公制的, 计量的\n[医] 测量的, 米制的, 公制的",10828,10163
zeal,5131,0.00009819,ecdict_education,cet4,cet4 cet6 toefl,"n. 热心, 热衷, 热诚",11139,10184
brittle,5132,0.00009785,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"a. 易碎的, 脆弱的, 易坏的\n[机] 脆的, 脆性的, 易碎的",8736,10220
subtract,5133,0.00009768,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"vt. 减去, 扣掉, 减少\nvi. 做减法\n[计] 减",11991,10238
rust,5134,0.00009747,ecdict_education,cet4,cet4 cet6 ielts toefl,"n. 锈, 生锈, 衰退\nvi. 生锈, 衰退\nvt. 使生锈, 腐蚀",14222,10260
englishman,5135,0.00009736,ecdict_education,cet4,cet4,n. 英国人,5313,10271
portuguese,5136,0.00009723,ecdict_education,cet4,cet4 cet6,"n. 葡萄牙人, 葡萄牙语\na. 葡萄牙的, 葡萄牙人的, 葡萄牙语的",7757,10285
adjective,5137,0.00009693,ecdict_education,cet4,cet4,"n. 形容词\na. 形容词的, 从属的",5838,10317
ore,5138,0.00009671,ecdict_education,cet4,cet4 cet6 ielts toefl gre,n. 矿石\n[经] 矿,8191,10340
stoop,5139,0.00009634,ecdict_education,cet4,cet4 cet6 ielts gre,"n. 佝偻, 屈从, 弯腰\nvi. 弯下, 屈从, 弯腰, 堕落\nvt. 使屈从, 使弯曲",8992,10380
brandy,5140,0.00009623,ecdict_education,cet4,cet4 cet6,n. 白兰地酒\n[化] 白兰地,5799,10392
beforehand,5141,0.00009543,ecdict_education,cet4,cet4 cet6 ielts toefl,adv. 预先,6844,10479
tedious,5142,0.00009523,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"a. 沉闷的, 冗长乏味的",8426,10501
proportional,5143,0.00009512,ecdict_education,cet4,cet4 cet6,"a. 比例的, 相称的\nn. 比例项",6244,10513
preferable,5144,0.00009469,ecdict_education,cet4,cet4 cet6 toefl,"a. 更可取的, 更好的, 更合意的",6905,10561
sparkle,5145,0.00009432,ecdict_education,cet4,cet4 cet6 ielts,"n. 闪耀, 火花, 活力, 发泡\nvi. 闪耀, 冒火花\nvt. 使闪耀",8882,10602
expend,5146,0.00009408,ecdict_education,cet4,cet4 ielts gre,"vt. 花费, 消耗, 用光",11218,10629
disapprove,5147,0.00009371,ecdict_education,cet4,cet4,v. 不赞成,8455,10671
humid,5148,0.00009347,ecdict_education,cet4,cet4 cet6 toefl gre,"a. 潮湿的, 湿润的, 多湿气的",14511,10699
dialect,5149,0.00009327,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 方言, 同源语",7189,10722
rejoice,5150,0.00009314,ecdict_education,cet4,cet4 cet6 ielts gre,"vt. 使欢喜\nvi. 欣喜, 高兴, 庆祝",8553,10736
clothe,5151,0.00009281,ecdict_education,cet4,cet4,"vt. 给...穿衣, 盖上, 赋予",9871,10775
exceedingly,5152,0.00009253,ecdict_education,cet4,cet4 cet6 ielts,"adv. 极端地, 极度地, 非常",9520,10807
tame,5153,0.00009246,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"a. 驯服的, 柔顺的, 被开垦的, 顺从的, 乏味的, 平淡的\nvt. 驯养, 驯服, 制服, 失去锋芒\nvi. 变得驯服",11503,10816
unjust,5154,0.00009203,ecdict_education,cet4,cet4 cet6,"a. 不公平的\n[法] 不公正的人; 不公正的, 不公平的, 不合理的",9703,10866
ascribe,5155,0.00009168,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"vt. 归因于, 归咎于\n[法] 归咎于",7963,10907
pane,5156,0.00009164,ecdict_education,cet4,cet4 cet6 toefl gre,"n. 窗玻璃, 方框, 方格, 窗格\nvt. 嵌窗玻璃于\n[计] 窗格",11995,10912
rouse,5157,0.00009157,ecdict_education,cet4,cet4 cet6 ielts,"n. 觉醒, 奋起, 干杯\nvt. 唤醒, 鼓舞, 激动, 使振奋, 惊起\nvi. 醒来, 奋起",10108,10921
mute,5158,0.00009143,ecdict_education,cet4,cet4 cet6 gre,"n. 哑子, 哑音字母, 弱音器\na. 哑的, 无声的, 沉默的\nvt. 减弱...的声音\nvi. 排泄",14663,10937
overdue,5159,0.00009113,ecdict_education,cet4,cet4 ielts toefl gre,"a. 过期的, 未兑的, 迟到的, 早就成熟的\n[经] 过期未付的",11116,10973
upwards,5160,0.00009100,ecdict_education,cet4,cet4 cet6,"adv. 以上, 向上",4086,10989
disable,5161,0.00009087,ecdict_education,cet4,cet4 cet6 ielts,"vt. 使失去能力, 使残废, (律)使无资格\n[计] 使无效, 禁止, 关闭",11465,11005
throng,5162,0.00009079,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 群, 人群, 群集, 众多\na. 拥挤的\nvi. 群集, 蜂拥\nvt. 在...群集, 使拥塞",14863,11014
bristle,5163,0.00009037,ecdict_education,cet4,cet4 cet6 gre,"n. 刚毛, 猪鬃\nvi. 直立, 发怒, 充满\nvt. 使直立",14172,11066
refute,5164,0.00009007,ecdict_education,cet4,cet4 cet6 toefl gre,"vt. 反驳, 驳斥；驳倒",11177,11103
sympathize,5165,0.00008992,ecdict_education,cet4,cet4 cet6 toefl,"vi. 同情, 怜悯, 同意, 体谅",14925,11121
pastime,5166,0.00008978,ecdict_education,cet4,cet4 cet6 ielts,"n. 消遣, 娱乐, 游戏",11164,11138
submerge,5167,0.00008977,ecdict_education,cet4,cet4 cet6 ielts toefl,"vt. 使浸水, 使陷入, 淹没\nvi. 潜入水中",11468,11140
thorn,5168,0.00008961,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 刺, 棘, 荆棘",9881,11159
pebble,5169,0.00008959,ecdict_education,cet4,cet4 cet6 toefl,"n. 小圆石, 小鹅卵石, 水晶透镜, 碎石花纹\n[医] 小石",7993,11162
arabian,5170,0.00008951,ecdict_education,cet4,cet4 cet6,"a. 阿拉伯的, 阿拉伯人的",14808,11172
inward,5171,0.00008948,ecdict_education,cet4,cet4 cet6,"a. 内心的, 向内的, 本来的\n[医] 向内的",7924,11176
further,5172,0.00008898,ecdict_education,cet4,cet4 cet6 ielts toefl,"a. 更远的, 此外的, 更多的\nvt. 促进, 增进, 助长\nadv. 更进一步地, 更远地, 此外",696,11239
economical,5173,0.00008889,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"a. 节俭的, 经济的, 合算的\n[经] 经济的, 节约的",8485,11250
timid,5174,0.00008849,ecdict_education,cet4,cet4 cet6 toefl gre,"a. 胆小的, 羞怯的",11482,11301
ax,5175,0.00008832,ecdict_education,cet4,cet4,"n. 斧头\nvt. 用斧削或砍, 削减",28327,11322
slit,5176,0.00008829,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 裂缝, 投币口, 狭长裂口\nvt. 切开, 扯裂, 使有狭缝\nvi. 纵切, 纵裂",10391,11326
grace,5177,0.00008814,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 优雅, 风度, 慈悲, 恩惠, 体面, 赦免, 恩典, 谢恩祷告\nvt. 使优美",4104,11346
measurable,5178,0.00008770,ecdict_education,cet4,cet4 cet6,"a. 可测量的, 不久的, 重要的",12100,11403
liter,5179,0.00008767,ecdict_education,cet4,cet4 cet6,n. 公升\n[化] 升,,11406
quarterly,5180,0.00008759,ecdict_education,cet4,cet4 cet6 ielts toefl,"a. 季度的, 按季度的, 每季的\nadv. 按季, 每三个月, 每季一次\nn. 季刊",9787,11417
depress,5181,0.00008756,ecdict_education,cet4,cet4 cet6 ielts toefl,"vt. 使沮丧, 压低, 降低, 使萧条\n[化] 推下",9471,11421
quicken,5182,0.00008754,ecdict_education,cet4,cet4 cet6,"vt. 加快, 激发, 使有生气, 鼓舞, 使复活\nvi. 加快, 变活跃, 进入胎动期",11390,11424
joyful,5183,0.00008752,ecdict_education,cet4,cet4 cet6,"a. 欢喜的, 高兴的, 令人高兴的",14070,11426
geology,5184,0.00008734,ecdict_education,cet4,cet4 cet6 ielts,"n. 地质学, 地质情况",7403,11449
coward,5185,0.00008714,ecdict_education,cet4,cet4 cet6 ielts gre,"n. 懦弱的人, 胆小的人",14789,11476
relativity,5186,0.00008696,ecdict_education,cet4,cet4 cet6,"n. 有关系, 相关性, 相对性\n[化] 相对性",12846,11500
calculator,5187,0.00008677,ecdict_education,cet4,cet4 toefl,"n. 计算者, 计算器\n[计] 计算器",8848,11525
victorious,5188,0.00008640,ecdict_education,cet4,cet4 cet6 toefl,"a. 胜利的, 得胜的, 战胜的",11407,11574
swan,5189,0.00008636,ecdict_education,cet4,cet4 cet6,"n. 天鹅, 天鹅星座, 有才华的诗人\nvi. 闲荡, 蜿蜒而行",6666,11579
stony,5190,0.00008609,ecdict_education,cet4,cet4 cet6 toefl,"a. 多石的, 无情的",11697,11616
stormy,5191,0.00008589,ecdict_education,cet4,cet4 cet6,"a. 暴风雨的, 粗暴的, 激烈的",9490,11643
beggar,5192,0.00008566,ecdict_education,cet4,cet4 cet6,"n. 乞丐\nvt. 使贫穷, 使成乞丐",9846,11674
fruitful,5193,0.00008557,ecdict_education,cet4,cet4 cet6 toefl,"a. 结果实的, 多实的, 产量多的",9697,11687
queer,5194,0.00008541,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 怪人, 同性恋者\na. 奇怪的, 不舒服的, 可疑的\nvt. 搞糟",12553,11708
torrent,5195,0.00008527,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 奔流, 倾盆大雨, 倾注, 迸发",11348,11727
locomotive,5196,0.00008526,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"n. 火车头, 机车\na. 运转的, 火车头的, 移动的",5203,11729
utmost,5197,0.00008507,ecdict_education,cet4,cet4 cet6 ielts,"n. 极限, 最大限度, 极度\na. 极度的, 最远的",9464,11755
elastic,5198,0.00008495,ecdict_education,cet4,cet4 cet6 ielts,"n. 松紧带, 橡皮筋\na. 有弹性的, 能伸缩的, 可通融的",9955,11772
childish,5199,0.00008483,ecdict_education,cet4,cet4,"a. 天真的, 孩子气的",8733,11788
alloy,5200,0.00008469,ecdict_education,cet4,cet4 cet6 ielts toefl,"n. 合金\nvt. 将...铸成合金, 减低成色\nvi. 合铸",10493,11808
approximate,5201,0.00008450,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"a. 大约的, 接近的, 近似的\nvt. 接近, 使接近, 粗略估计\nvi. 接近于",9895,11835
glitter,5202,0.00008446,ecdict_education,cet4,cet4 cet6 ielts gre,"n. 灿烂, 闪烁, 辉耀\nvi. 灿烂, 闪烁, 辉耀",10754,11840
brute,5203,0.00008400,ecdict_education,cet4,cet4 cet6 gre,"n. 畜生, 残忍或好色之人\na. 残忍的, 无理性的, 畜生的",11576,11905
scorn,5204,0.00008379,ecdict_education,cet4,cet4 cet6 ielts gre,"n. 轻蔑, 藐视, 嘲笑, 被嘲弄的人\nvt. 轻蔑, 不屑做",11677,11935
waterproof,5205,0.00008326,ecdict_education,cet4,cet4 cet6 toefl,"n. 防水材料\na. 不透水的, 防水的\nvt. 使防水",9938,12010
feeble,5206,0.00008276,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"a. 微弱的, 衰弱的, 无效的\n[医] 无力的, 衰弱的",9622,12083
doubtless,5207,0.00008182,ecdict_education,cet4,cet4 cet6 ielts,"a. 无疑的, 确定的\nadv. 无疑地, 确定地",6022,12222
owing,5208,0.00008152,ecdict_education,cet4,cet4,"a. 未付的, 亏欠的, 受惠的, 归因于...的\n[经] 应付的, 欠着的, 未付的",33250,12267
brim,5209,0.00008125,ecdict_education,cet4,cet4 cet6 toefl gre,"n. 边, 边缘, (河)边\nvt. 注满, 使满溢\nvi. 满溢",15159,12307
horsepower,5210,0.00008081,ecdict_education,cet4,cet4 cet6 toefl,n. 马力\n[电] 马力,23778,12375
westward,5211,0.00007964,ecdict_education,cet4,cet4 cet6,n. 朝西的方向\na. 向西的\nadv. 向西的,15024,12556
rotary,5212,0.00007949,ecdict_education,cet4,cet4 cet6,"a. 旋转的, 轮流的\nn. 旋转式机器",12122,12580
bosom,5213,0.00007918,ecdict_education,cet4,cet4 cet6,"n. 胸部, 胸, 胸怀, 内部, 中间\nvt. 怀抱",12605,12630
naughty,5214,0.00007912,ecdict_education,cet4,cet4 cet6 toefl,"a. 顽皮的, 没规矩的, 不适当的, 下流的",7181,12639
hasty,5215,0.00007900,ecdict_education,cet4,cet4 cet6 ielts toefl gre,"a. 匆匆的, 轻率的, 性怠的",11493,12658
incline,5216,0.00007873,ecdict_education,cet4,cet4 cet6 ielts,"n. 倾斜, 斜坡, 斜面\nvt. 使倾向于, 使倾斜\nvi. 倾向, 倾斜, 爱好, 易于",12104,12701
